Scenario,Scenario_Description,Scenario_Complexity,Algorithm,Algorithm_Display,Coverage,Active_Drones,Total_Drones,Energy_Efficiency,Coverage_Efficiency,Execution_Time,Converged,Config_ID,Run_Number
small_coverage,Small area - High coverage potential,Low,ga_standard,Standard GA,87.543208880177,11,12,8.333333333333332,95.50168241473855,0.004000186920166016,True,1,3
small_coverage,Small area - High coverage potential,Low,ga_standard,Standard GA,93.51468870722064,9,12,25.0,124.68625160962752,0.01099705696105957,True,2,1
small_coverage,Small area - High coverage potential,Low,ga_standard,Standard GA,88.14500358075516,10,12,16.666666666666664,105.77400429690618,0.002000093460083008,True,2,2
small_coverage,Small area - High coverage potential,Low,ga_standard,Standard GA,93.37292144303517,11,12,8.333333333333332,101.86136884694746,0.006000995635986328,True,2,3
small_coverage,Small area - High coverage potential,Low,ga_standard,Standard GA,93.72874860389015,9,12,25.0,124.97166480518688,0.002002716064453125,True,3,1
small_coverage,Small area - High coverage potential,Low,ga_standard,Standard GA,91.85156246314934,9,12,25.0,122.46874995086579,0.0,True,3,2
small_coverage,Small area - High coverage potential,Low,ga_standard,Standard GA,87.26370771607425,11,12,8.333333333333332,95.19677205389918,0.0020008087158203125,True,3,3
small_coverage,Small area - High coverage potential,Low,ga_standard,Standard GA,85.30719991666767,10,12,16.666666666666664,102.3686399000012,0.0,True,4,1
small_coverage,Small area - High coverage potential,Low,ga_standard,Standard GA,86.93474721456167,11,12,8.333333333333332,94.8379060522491,0.0009987354278564453,True,4,2
small_coverage,Small area - High coverage potential,Low,ga_standard,Standard GA,94.4018098099997,9,12,25.0,125.86907974666627,0.0009882450103759766,True,4,3
small_coverage,Small area - High coverage potential,Low,ga_sa_hybrid,GA+SA Hybrid (Coverage-First),93.0757131924525,9,12,25.0,124.10095092326999,0.0010025501251220703,True,1,1
small_coverage,Small area - High coverage potential,Low,ga_sa_hybrid,GA+SA Hybrid (Coverage-First),93.91539502822836,11,12,8.333333333333332,102.45315821261276,0.002001523971557617,True,1,2
small_coverage,Small area - High coverage potential,Low,ga_sa_hybrid,GA+SA Hybrid (Coverage-First),86.90773150659726,11,12,8.333333333333332,94.80843437083338,0.0010039806365966797,True,1,3
small_coverage,Small area - High coverage potential,Low,ga_sa_hybrid,GA+SA Hybrid (Coverage-First),87.64595448490108,10,12,16.666666666666664,105.1751453818813,0.006002664566040039,True,2,1
small_coverage,Small area - High coverage potential,Low,ga_sa_hybrid,GA+SA Hybrid (Coverage-First),95.84867933449925,11,12,8.333333333333332,104.56219563763555,0.001996278762817383,True,2,2
small_coverage,Small area - High coverage potential,Low,ga_sa_hybrid,GA+SA Hybrid (Coverage-First),92.5067172704424,11,12,8.333333333333332,100.91641884048262,0.006007671356201172,True,2,3
small_coverage,Small area - High coverage potential,Low,ga_sa_hybrid,GA+SA Hybrid (Coverage-First),92.05518905594339,10,12,16.666666666666664,110.46622686713206,0.010002374649047852,True,3,1
small_coverage,Small area - High coverage potential,Low,ga_sa_hybrid,GA+SA Hybrid (Coverage-First),93.73197556854593,10,12,16.666666666666664,112.47837068225512,0.014998435974121094,True,3,2
small_coverage,Small area - High coverage potential,Low,ga_sa_hybrid,GA+SA Hybrid (Coverage-First),85.3108450313468,9,12,25.0,113.74779337512906,0.005109071731567383,True,3,3
small_coverage,Small area - High coverage potential,Low,ga_sa_hybrid,GA+SA Hybrid (Coverage-First),94.25780944157361,9,12,25.0,125.67707925543148,0.0019996166229248047,True,4,1
small_coverage,Small area - High coverage potential,Low,ga_sa_hybrid,GA+SA Hybrid (Coverage-First),89.13571239302237,11,12,8.333333333333332,97.23895897420623,0.0,True,4,2
small_coverage,Small area - High coverage potential,Low,ga_sa_hybrid,GA+SA Hybrid (Coverage-First),85.88160278754057,10,12,16.666666666666664,103.05792334504868,0.0010111331939697266,True,4,3
small_coverage,Small area - High coverage potential,Low,gwo,Grey Wolf Optimizer,87.49151347605768,11,12,8.333333333333332,95.44528742842655,0.002003192901611328,True,1,1
small_coverage,Small area - High coverage potential,Low,gwo,Grey Wolf Optimizer,87.6712185589281,11,12,8.333333333333332,95.64132933701248,0.0010006427764892578,True,1,2
small_coverage,Small area - High coverage potential,Low,gwo,Grey Wolf Optimizer,90.32311686801602,9,12,25.0,120.43082249068802,0.0,True,1,3
small_coverage,Small area - High coverage potential,Low,gwo,Grey Wolf Optimizer,94.09899012568465,11,12,8.333333333333332,102.65344377347417,0.0019965171813964844,True,2,1
small_coverage,Small area - High coverage potential,Low,gwo,Grey Wolf Optimizer,88.19453316276756,10,12,16.666666666666664,105.83343979532106,0.0009992122650146484,True,2,2
small_coverage,Small area - High coverage potential,Low,gwo,Grey Wolf Optimizer,92.6431276969848,11,12,8.333333333333332,101.06523021489252,0.0010004043579101562,True,2,3
small_coverage,Small area - High coverage potential,Low,gwo,Grey Wolf Optimizer,92.30563772326403,9,12,25.0,123.0741836310187,0.0010020732879638672,True,3,1
small_coverage,Small area - High coverage potential,Low,gwo,Grey Wolf Optimizer,88.82211437480157,11,12,8.333333333333332,96.89685204523808,0.0,True,3,2
small_coverage,Small area - High coverage potential,Low,gwo,Grey Wolf Optimizer,90.80498732292664,11,12,8.333333333333332,99.05998617046542,0.0,True,3,3
small_coverage,Small area - High coverage potential,Low,gwo,Grey Wolf Optimizer,88.53410782363612,10,12,16.666666666666664,106.24092938836334,0.0,True,4,1
small_coverage,Small area - High coverage potential,Low,gwo,Grey Wolf Optimizer,89.51173438163744,10,12,16.666666666666664,107.41408125796492,0.0010044574737548828,True,4,2
small_coverage,Small area - High coverage potential,Low,gwo,Grey Wolf Optimizer,88.69961945031534,10,12,16.666666666666664,106.4395433403784,0.0,True,4,3
small_coverage,Small area - High coverage potential,Low,mrfo,Manta Ray Foraging Optimization,91.60420741738356,10,12,16.666666666666664,109.92504890086028,0.0010001659393310547,True,1,1
small_coverage,Small area - High coverage potential,Low,mrfo,Manta Ray Foraging Optimization,92.96287581453953,9,12,25.0,123.95050108605271,0.0009918212890625,True,1,2
small_coverage,Small area - High coverage potential,Low,mrfo,Manta Ray Foraging Optimization,93.25486639848319,10,12,16.666666666666664,111.90583967817982,0.0010213851928710938,True,1,3
small_coverage,Small area - High coverage potential,Low,mrfo,Manta Ray Foraging Optimization,93.32651210301748,11,12,8.333333333333332,101.81074047601908,0.0019998550415039062,True,2,1
small_coverage,Small area - High coverage potential,Low,mrfo,Manta Ray Foraging Optimization,92.86690297348834,10,12,16.666666666666664,111.440283568186,0.0009980201721191406,True,2,2
small_coverage,Small area - High coverage potential,Low,mrfo,Manta Ray Foraging Optimization,91.395519527394,10,12,16.666666666666664,109.67462343287279,0.002000093460083008,True,2,3
small_coverage,Small area - High coverage potential,Low,mrfo,Manta Ray Foraging Optimization,92.89419438070887,11,12,8.333333333333332,101.3391211425915,0.039277076721191406,True,3,1
small_coverage,Small area - High coverage potential,Low,mrfo,Manta Ray Foraging Optimization,85.53634140282543,8,12,33.33333333333333,128.30451210423814,0.0020008087158203125,True,3,2
small_coverage,Small area - High coverage potential,Low,mrfo,Manta Ray Foraging Optimization,87.85750448618187,11,12,8.333333333333332,95.84455034856204,0.0019960403442382812,True,3,3
small_coverage,Small area - High coverage potential,Low,mrfo,Manta Ray Foraging Optimization,90.30365043204964,9,12,25.0,120.40486724273285,0.0,True,4,1
small_coverage,Small area - High coverage potential,Low,mrfo,Manta Ray Foraging Optimization,85.44668990142316,11,12,8.333333333333332,93.21457080155254,0.0,True,4,2
small_coverage,Small area - High coverage potential,Low,mrfo,Manta Ray Foraging Optimization,88.42308902369068,10,12,16.666666666666664,106.1077068284288,0.0011396408081054688,True,4,3
medium_coverage,Medium area - Balanced coverage test,Medium,greedy,Greedy Algorithm (Baseline),86.07592685257379,25,25,0.0,86.07592685257379,0.09842276573181152,True,1,1
medium_coverage,Medium area - Balanced coverage test,Medium,greedy,Greedy Algorithm (Baseline),87.02323769757749,25,25,0.0,87.02323769757749,0.09458613395690918,True,1,2
medium_coverage,Medium area - Balanced coverage test,Medium,greedy,Greedy Algorithm (Baseline),91.44023809001921,25,25,0.0,91.44023809001921,0.08545923233032227,True,1,3
medium_coverage,Medium area - Balanced coverage test,Medium,greedy,Greedy Algorithm (Baseline),93.42071075637945,25,25,0.0,93.42071075637945,0.08212637901306152,True,2,1
medium_coverage,Medium area - Balanced coverage test,Medium,greedy,Greedy Algorithm (Baseline),91.58954174566968,25,25,0.0,91.58954174566968,0.08497452735900879,True,2,2
medium_coverage,Medium area - Balanced coverage test,Medium,greedy,Greedy Algorithm (Baseline),89.14182480821032,25,25,0.0,89.14182480821032,0.07030177116394043,True,2,3
medium_coverage,Medium area - Balanced coverage test,Medium,greedy,Greedy Algorithm (Baseline),91.12524572613658,25,25,0.0,91.12524572613658,0.08420896530151367,True,3,1
medium_coverage,Medium area - Balanced coverage test,Medium,greedy,Greedy Algorithm (Baseline),97.93407583122874,25,25,0.0,97.93407583122874,0.08788180351257324,True,3,2
medium_coverage,Medium area - Balanced coverage test,Medium,greedy,Greedy Algorithm (Baseline),97.36718173122719,25,25,0.0,97.36718173122719,0.11322975158691406,True,3,3
medium_coverage,Medium area - Balanced coverage test,Medium,greedy,Greedy Algorithm (Baseline),91.7507456143872,25,25,0.0,91.7507456143872,0.09199762344360352,True,4,1
medium_coverage,Medium area - Balanced coverage test,Medium,greedy,Greedy Algorithm (Baseline),95.43295344092721,25,25,0.0,95.43295344092721,0.10094213485717773,True,4,2
medium_coverage,Medium area - Balanced coverage test,Medium,greedy,Greedy Algorithm (Baseline),87.66519568122686,25,25,0.0,87.66519568122686,0.10234451293945312,True,4,3
medium_coverage,Medium area - Balanced coverage test,Medium,pso_standard,Standard PSO,94.0168576304942,23,25,8.0,102.192236554885,0.0029997825622558594,True,1,1
medium_coverage,Medium area - Balanced coverage test,Medium,pso_standard,Standard PSO,90.15432417146292,22,25,12.0,102.44809564938969,0.0,True,1,2
medium_coverage,Medium area - Balanced coverage test,Medium,pso_standard,Standard PSO,94.68427492883136,22,25,12.0,107.59576696458109,0.008000373840332031,True,1,3
medium_coverage,Medium area - Balanced coverage test,Medium,pso_standard,Standard PSO,91.4311861782933,21,25,16.0,108.84665021225393,0.0020008087158203125,True,2,1
medium_coverage,Medium area - Balanced coverage test,Medium,pso_standard,Standard PSO,93.15451764799883,20,25,20.0,116.44314705999854,0.0009984970092773438,True,2,2
medium_coverage,Medium area - Balanced coverage test,Medium,pso_standard,Standard PSO,89.44312732031584,23,25,8.0,97.22079056556069,0.0,True,2,3
medium_coverage,Medium area - Balanced coverage test,Medium,pso_standard,Standard PSO,88.38817627401865,20,25,20.0,110.4852203425233,0.0,False,3,1
medium_coverage,Medium area - Balanced coverage test,Medium,pso_standard,Standard PSO,91.77706645333276,24,25,4.0,95.6011108888883,0.0,True,3,2
medium_coverage,Medium area - Balanced coverage test,Medium,pso_standard,Standard PSO,94.94102731593682,22,25,12.0,107.8875310408373,0.0009992122650146484,True,3,3
medium_coverage,Medium area - Balanced coverage test,Medium,pso_standard,Standard PSO,89.12439860284489,22,25,12.0,101.27772568505101,0.0020003318786621094,True,4,1
medium_coverage,Medium area - Balanced coverage test,Medium,pso_standard,Standard PSO,94.64774244542076,23,25,8.0,102.8779809189356,0.000993490219116211,True,4,2
medium_coverage,Medium area - Balanced coverage test,Medium,pso_standard,Standard PSO,90.89922849548314,24,25,4.0,94.68669634946161,0.0009915828704833984,True,4,3
medium_coverage,Medium area - Balanced coverage test,Medium,pso_smart,Smart PSO (Coverage-First),98.37445307947843,22,25,12.0,106.83564422171936,0.0009953975677490234,True,1,1
medium_coverage,Medium area - Balanced coverage test,Medium,pso_smart,Smart PSO (Coverage-First),97.42401621500898,22,25,12.0,107.68346761533623,0.000997304916381836,True,1,2
medium_coverage,Medium area - Balanced coverage test,Medium,pso_smart,Smart PSO (Coverage-First),99.71731645713665,21,25,16.0,112.62109333148877,0.006998777389526367,True,1,3
medium_coverage,Medium area - Balanced coverage test,Medium,pso_smart,Smart PSO (Coverage-First),99.9,22,25,12.0,109.81744523761805,0.0,True,2,1
medium_coverage,Medium area - Balanced coverage test,Medium,pso_smart,Smart PSO (Coverage-First),97.80644600407365,20,25,20.0,115.56005105363174,0.0,True,2,2
medium_coverage,Medium area - Balanced coverage test,Medium,pso_smart,Smart PSO (Coverage-First),92.88891933358885,24,25,4.0,92.7782057531895,0.0,False,2,3
medium_coverage,Medium area - Balanced coverage test,Medium,pso_smart,Smart PSO (Coverage-First),96.29350889060666,24,25,4.0,91.9987020457287,0.0019979476928710938,False,3,1
medium_coverage,Medium area - Balanced coverage test,Medium,pso_smart,Smart PSO (Coverage-First),95.0941877870528,21,25,16.0,107.08519594820218,0.0020058155059814453,True,3,2
medium_coverage,Medium area - Balanced coverage test,Medium,pso_smart,Smart PSO (Coverage-First),99.01307581585745,24,25,4.0,95.41803564454176,0.0,True,3,3
medium_coverage,Medium area - Balanced coverage test,Medium,pso_smart,Smart PSO (Coverage-First),99.9,24,25,4.0,98.24359200398021,0.005004167556762695,True,4,1
medium_coverage,Medium area - Balanced coverage test,Medium,pso_smart,Smart PSO (Coverage-First),99.9,20,25,20.0,117.418182759941,0.003000020980834961,True,4,2
medium_coverage,Medium area - Balanced coverage test,Medium,pso_smart,Smart PSO (Coverage-First),98.78313524221207,24,25,4.0,98.84437666536193,0.10280799865722656,True,4,3
medium_coverage,Medium area - Balanced coverage test,Medium,ga_standard,Standard GA,91.56836093173948,21,25,16.0,109.00995349016605,0.0010001659393310547,True,1,1
medium_coverage,Medium area - Balanced coverage test,Medium,ga_standard,Standard GA,86.08496284376236,22,25,12.0,97.82382141336632,0.0,True,1,2
medium_coverage,Medium area - Balanced coverage test,Medium,ga_standard,Standard GA,87.87798956662816,23,25,8.0,95.51955387676973,0.00096893310546875,True,1,3
medium_coverage,Medium area - Balanced coverage test,Medium,ga_standard,Standard GA,93.2482239845426,19,25,24.0,122.69503155860869,0.005001068115234375,True,2,1
medium_coverage,Medium area - Balanced coverage test,Medium,ga_standard,Standard GA,92.65001248615852,23,25,8.0,100.70653531104186,0.0030014514923095703,True,2,2
medium_coverage,Medium area - Balanced coverage test,Medium,ga_standard,Standard GA,89.31473525053408,18,25,28.000000000000004,124.04824340351956,0.0,True,2,3
medium_coverage,Medium area - Balanced coverage test,Medium,ga_standard,Standard GA,85.03338274482104,22,25,12.0,96.62884402820573,0.003000497817993164,True,3,1
medium_coverage,Medium area - Balanced coverage test,Medium,ga_standard,Standard GA,91.05822122091683,23,25,8.0,98.97632741404003,0.0,True,3,2
medium_coverage,Medium area - Balanced coverage test,Medium,ga_standard,Standard GA,86.08725839270683,22,25,12.0,97.8264299917123,0.0,True,3,3
medium_coverage,Medium area - Balanced coverage test,Medium,ga_standard,Standard GA,93.20417666858758,20,25,20.0,116.50522083573446,0.004001617431640625,True,4,1
medium_coverage,Medium area - Balanced coverage test,Medium,ga_standard,Standard GA,92.93329357066706,24,25,4.0,96.80551413611153,0.015002012252807617,True,4,2
medium_coverage,Medium area - Balanced coverage test,Medium,ga_standard,Standard GA,92.26611031217922,20,25,20.0,115.33263789022402,0.02542591094970703,True,4,3
medium_coverage,Medium area - Balanced coverage test,Medium,ga_sa_hybrid,GA+SA Hybrid (Coverage-First),94.4690868507574,21,25,16.0,112.46319863185406,0.0020020008087158203,True,1,1
medium_coverage,Medium area - Balanced coverage test,Medium,ga_sa_hybrid,GA+SA Hybrid (Coverage-First),88.55166839094294,22,25,12.0,100.6268958987988,0.028002262115478516,True,1,2
medium_coverage,Medium area - Balanced coverage test,Medium,ga_sa_hybrid,GA+SA Hybrid (Coverage-First),90.27609489548523,21,25,16.0,107.47154154224432,0.0009999275207519531,True,1,3
medium_coverage,Medium area - Balanced coverage test,Medium,ga_sa_hybrid,GA+SA Hybrid (Coverage-First),89.54778362982697,18,25,28.000000000000004,124.37192170809301,0.007004261016845703,True,2,1
medium_coverage,Medium area - Balanced coverage test,Medium,ga_sa_hybrid,GA+SA Hybrid (Coverage-First),94.07554841020112,20,25,20.0,117.5944355127514,0.0,True,2,2
medium_coverage,Medium area - Balanced coverage test,Medium,ga_sa_hybrid,GA+SA Hybrid (Coverage-First),87.97435013584325,24,25,4.0,91.63994805817006,0.002001047134399414,True,2,3
medium_coverage,Medium area - Balanced coverage test,Medium,ga_sa_hybrid,GA+SA Hybrid (Coverage-First),88.70953887933481,21,25,16.0,105.60659390397002,0.009005308151245117,True,3,1
medium_coverage,Medium area - Balanced coverage test,Medium,ga_sa_hybrid,GA+SA Hybrid (Coverage-First),89.985535086761,24,25,4.0,93.73493238204271,0.001001596450805664,True,3,2
medium_coverage,Medium area - Balanced coverage test,Medium,ga_sa_hybrid,GA+SA Hybrid (Coverage-First),86.93218295622599,21,25,16.0,103.49069399550713,0.0,True,3,3
medium_coverage,Medium area - Balanced coverage test,Medium,ga_sa_hybrid,GA+SA Hybrid (Coverage-First),90.93640724000397,20,25,20.0,113.67050905000497,0.0010001659393310547,True,4,1
medium_coverage,Medium area - Balanced coverage test,Medium,ga_sa_hybrid,GA+SA Hybrid (Coverage-First),89.24127592548777,23,25,8.0,97.00138687553019,0.0,True,4,2
medium_coverage,Medium area - Balanced coverage test,Medium,ga_sa_hybrid,GA+SA Hybrid (Coverage-First),95.27105049237082,20,25,20.0,119.08881311546352,0.0040056705474853516,True,4,3
medium_coverage,Medium area - Balanced coverage test,Medium,gwo,Grey Wolf Optimizer,89.27316970617485,20,25,20.0,111.59146213271856,0.0,True,1,1
medium_coverage,Medium area - Balanced coverage test,Medium,gwo,Grey Wolf Optimizer,86.1531036369357,19,25,24.0,113.35934689070486,0.0,True,1,2
medium_coverage,Medium area - Balanced coverage test,Medium,gwo,Grey Wolf Optimizer,93.35177078801279,20,25,20.0,116.68971348501597,0.0009984970092773438,True,1,3
medium_coverage,Medium area - Balanced coverage test,Medium,gwo,Grey Wolf Optimizer,90.45325899357451,23,25,8.0,98.31875977562446,0.0009989738464355469,True,2,1
medium_coverage,Medium area - Balanced coverage test,Medium,gwo,Grey Wolf Optimizer,88.95929547825578,21,25,16.0,105.90392318839974,0.00099945068359375,True,2,2
medium_coverage,Medium area - Balanced coverage test,Medium,gwo,Grey Wolf Optimizer,87.37247534311722,24,25,4.0,91.01299514908044,0.0009999275207519531,True,2,3
medium_coverage,Medium area - Balanced coverage test,Medium,gwo,Grey Wolf Optimizer,87.16998557945706,20,25,20.0,108.96248197432132,0.0,True,3,1
medium_coverage,Medium area - Balanced coverage test,Medium,gwo,Grey Wolf Optimizer,90.69845814498846,19,25,24.0,119.34007650656376,0.0009996891021728516,True,3,2
medium_coverage,Medium area - Balanced coverage test,Medium,gwo,Grey Wolf Optimizer,94.62831470164069,19,25,24.0,124.51094039689565,0.0,True,3,3
medium_coverage,Medium area - Balanced coverage test,Medium,gwo,Grey Wolf Optimizer,90.43531742044236,24,25,4.0,94.20345564629413,0.00600123405456543,True,4,1
medium_coverage,Medium area - Balanced coverage test,Medium,gwo,Grey Wolf Optimizer,86.4700954796685,21,25,16.0,102.94058985674822,0.0,True,4,2
medium_coverage,Medium area - Balanced coverage test,Medium,gwo,Grey Wolf Optimizer,91.49182532855465,19,25,24.0,120.38398069546665,0.002002716064453125,True,4,3
medium_coverage,Medium area - Balanced coverage test,Medium,mrfo,Manta Ray Foraging Optimization,87.23514003427684,21,25,16.0,103.85135718366291,0.0010001659393310547,True,1,1
medium_coverage,Medium area - Balanced coverage test,Medium,mrfo,Manta Ray Foraging Optimization,89.45242632454422,24,25,4.0,93.17961075473356,0.0009992122650146484,True,1,2
medium_coverage,Medium area - Balanced coverage test,Medium,mrfo,Manta Ray Foraging Optimization,93.12837465900262,24,25,4.0,97.00872360312773,0.006998538970947266,True,1,3
medium_coverage,Medium area - Balanced coverage test,Medium,mrfo,Manta Ray Foraging Optimization,88.4851701003741,19,25,24.0,116.42785539522909,0.0,True,2,1
medium_coverage,Medium area - Balanced coverage test,Medium,mrfo,Manta Ray Foraging Optimization,90.95365658270094,21,25,16.0,108.2781625984535,0.000997781753540039,True,2,2
medium_coverage,Medium area - Balanced coverage test,Medium,mrfo,Manta Ray Foraging Optimization,87.27838633717568,21,25,16.0,103.9028408775901,0.012004375457763672,True,2,3
medium_coverage,Medium area - Balanced coverage test,Medium,mrfo,Manta Ray Foraging Optimization,89.55516772917008,17,25,32.0,131.69877607230893,0.003999471664428711,True,3,1
medium_coverage,Medium area - Balanced coverage test,Medium,mrfo,Manta Ray Foraging Optimization,86.3410227157083,23,25,8.0,93.84893773446555,0.0010013580322265625,True,3,2
medium_coverage,Medium area - Balanced coverage test,Medium,mrfo,Manta Ray Foraging Optimization,89.80154339545732,19,25,24.0,118.15992552033858,0.0010006427764892578,True,3,3
medium_coverage,Medium area - Balanced coverage test,Medium,mrfo,Manta Ray Foraging Optimization,84.89353699598158,24,25,4.0,88.43076770414748,0.00099945068359375,True,4,1
medium_coverage,Medium area - Balanced coverage test,Medium,mrfo,Manta Ray Foraging Optimization,85.08520346119154,18,25,28.000000000000004,118.17389369609937,0.01099848747253418,True,4,2
medium_coverage,Medium area - Balanced coverage test,Medium,mrfo,Manta Ray Foraging Optimization,91.12616611956247,23,25,8.0,99.05018056474181,0.0,True,4,3
large_coverage,Large area - Scalability test,High,greedy,Greedy Algorithm (Baseline),95.16071453258954,40,40,0.0,95.16071453258954,0.7313761711120605,True,1,1
large_coverage,Large area - Scalability test,High,greedy,Greedy Algorithm (Baseline),92.27404274356773,40,40,0.0,92.27404274356773,0.26357340812683105,True,1,2
large_coverage,Large area - Scalability test,High,greedy,Greedy Algorithm (Baseline),90.31563836937741,40,40,0.0,90.31563836937741,0.16620278358459473,True,1,3
